date,open,high,low,close,volume,obv
2021-01-24 21:48:00,32684.46,32740.88,32740.22,32740.88,636.6,8945.230000000001
2021-01-24 21:51:00,32740.88,32846.18,32839.67,32845.03,799.211,9744.441
2021-01-24 21:54:00,32845.03,32731.98,32731.16,32731.98,474.788,9269.653
2021-01-24 21:57:00,32731.98,32647.75,32644.9,32647.74,646.526,8623.127
2021-01-24 22:00:00,32647.74,32590.11,32590.1,32590.11,548.396,8074.731000000001
2021-01-24 22:03:00,32590.11,32505.13,32500.0,32500.2,894.475,7180.256
2021-01-24 22:06:00,32500.2,32666.75,32666.75,32666.75,598.335,7778.591
2021-01-24 22:09:00,32666.75,32484.59,32484.58,32484.59,659.757,7118.834000000001
2021-01-24 22:12:00,32484.59,32549.46,32546.48,32549.46,478.384,7597.218000000001
2021-01-24 22:15:00,32549.46,32618.01,32610.0,32610.0,585.328,8182.546
2021-01-24 22:18:00,32610.0,32577.23,32577.22,32577.23,501.668,7680.878000000001
2021-01-24 22:21:00,32577.23,32602.61,32602.6,32602.6,263.54,7944.418000000001
2021-01-24 22:24:00,32602.6,32630.68,32630.67,32630.68,476.603,8421.021
2021-01-24 22:27:00,32630.68,32705.47,32705.2,32705.21,389.8,8810.821
2021-01-24 22:30:00,32705.21,32586.33,32586.33,32586.33,310.807,8500.014
2021-01-24 22:33:00,32586.33,32616.11,32614.02,32615.13,299.156,8799.17
2021-01-24 22:36:00,32615.13,32520.9,32514.66,32518.65,323.754,8475.416
2021-01-24 22:39:00,32518.65,32516.03,32513.7,32516.02,411.268,8064.147999999999
2021-01-24 22:42:00,32516.02,32584.23,32584.22,32584.23,409.069,8473.216999999999
2021-01-24 22:45:00,32584.23,32645.53,32645.53,32645.53,278.807,8752.024
2021-01-24 22:48:00,32645.53,32741.07,32736.53,32736.53,487.519,9239.543
2021-01-24 22:51:00,32736.53,32812.84,32812.83,32812.84,707.858,9947.401
2021-01-24 22:54:00,32812.84,32835.98,32835.97,32835.97,418.329,10365.73
2021-01-24 22:57:00,32835.97,32950.0,32921.56,32936.99,693.997,11059.726999999999
2021-01-24 23:00:00,32936.99,32898.99,32893.22,32895.32,783.404,10276.322999999999
2021-01-24 23:03:00,32895.32,33000.0,33000.0,33000.0,1351.157,11627.479999999998
2021-01-24 23:06:00,33000.0,32840.62,32840.61,32840.61,713.828,10913.651999999998
2021-01-24 23:09:00,32840.61,32804.33,32802.85,32804.33,470.353,10443.298999999999
2021-01-24 23:12:00,32804.33,32831.0,32829.57,32831.0,284.714,10728.012999999999
2021-01-24 23:15:00,32831.0,32773.98,32768.09,32773.98,249.605,10478.408
2021-01-24 23:18:00,32773.98,32717.21,32710.63,32713.78,403.914,10074.493999999999
2021-01-24 23:21:00,32713.78,32769.77,32767.93,32769.77,356.613,10431.106999999998
2021-01-24 23:24:00,32769.77,32713.52,32713.51,32713.51,347.63,10083.476999999999
2021-01-24 23:27:00,32713.51,32741.98,32735.23,32735.23,444.938,10528.414999999999
2021-01-24 23:30:00,32735.23,32823.21,32823.2,32823.21,568.366,11096.780999999999
2021-01-24 23:33:00,32823.21,32788.24,32788.23,32788.24,493.99,10602.791
2021-01-24 23:36:00,32788.24,32717.26,32717.26,32717.26,295.615,10307.176
2021-01-24 23:39:00,32717.26,32680.86,32680.85,32680.86,340.871,9966.305
2021-01-24 23:42:00,32680.86,32696.74,32694.51,32694.51,298.207,10264.512
2021-01-24 23:45:00,32694.51,32677.39,32677.39,32677.39,369.734,9894.778
2021-01-24 23:48:00,32677.39,32739.99,32735.01,32735.01,312.361,10207.139000000001
2021-01-24 23:51:00,32735.01,32717.25,32717.24,32717.24,251.904,9955.235
2021-01-24 23:54:00,32717.24,32725.0,32725.0,32725.0,203.854,10159.089
2021-01-24 23:57:00,32725.0,32789.08,32787.35,32787.35,252.793,10411.882
2021-01-25 00:00:00,32787.35,32795.69,32795.68,32795.68,317.693,10729.574999999999
2021-01-25 00:03:00,32795.68,32818.99,32816.6,32816.6,583.38,11312.954999999998
2021-01-25 00:06:00,32816.6,32811.66,32811.56,32811.56,376.334,10936.620999999997
2021-01-25 00:09:00,32811.56,32693.82,32692.0,32693.48,509.767,10426.853999999998
2021-01-25 00:12:00,32693.48,32663.22,32663.22,32663.22,639.337,9787.516999999998
2021-01-25 00:15:00,32663.22,32627.81,32627.8,32627.8,227.516,9560.000999999998
2021-01-25 00:18:00,32627.8,32649.12,32649.12,32649.12,342.121,9902.121999999998
2021-01-25 00:21:00,32649.12,32647.02,32647.01,32647.01,334.255,9567.866999999998
2021-01-25 00:24:00,32647.01,32657.99,32651.88,32651.88,266.654,9834.520999999999
2021-01-25 00:27:00,32651.88,32708.67,32708.59,32708.59,300.358,10134.878999999999
2021-01-25 00:30:00,32708.59,32770.01,32770.0,32770.0,419.138,10554.017
2021-01-25 00:33:00,32770.0,32830.37,32825.97,32827.17,699.283,11253.3
2021-01-25 00:36:00,32827.17,32938.74,32936.33,32936.34,689.65,11942.949999999999
2021-01-25 00:39:00,32936.34,32978.91,32976.04,32978.91,546.054,12489.003999999999
2021-01-25 00:42:00,32978.91,33298.01,33296.43,33298.01,2574.373,15063.376999999999
2021-01-25 00:45:00,33298.01,33302.78,33300.42,33302.78,1538.39,16601.767
2021-01-25 00:48:00,33302.78,33496.88,33496.87,33496.87,1509.208,18110.975
2021-01-25 00:51:00,33496.87,33581.18,33580.0,33581.18,1430.472,19541.447
2021-01-25 00:54:00,33581.18,33659.06,33654.02,33654.73,1844.39,21385.837
2021-01-25 00:57:00,33654.73,33640.0,33639.98,33640.0,997.916,20387.921
2021-01-25 01:00:00,33640.0,33608.47,33600.0,33608.47,822.485,19565.435999999998
2021-01-25 01:03:00,33608.47,33740.45,33737.53,33739.01,2479.908,22045.343999999997
2021-01-25 01:06:00,33739.01,33689.99,33689.77,33689.99,799.309,21246.034999999996
2021-01-25 01:09:00,33689.99,33699.0,33696.0,33696.93,422.217,21668.251999999997
2021-01-25 01:12:00,33696.93,33618.0,33603.92,33613.49,599.447,21068.804999999997
2021-01-25 01:15:00,33613.49,33596.79,33596.39,33596.78,507.126,20561.678999999996
2021-01-25 01:18:00,33596.78,33475.49,33471.47,33471.48,1480.796,19080.882999999998
2021-01-25 01:21:00,33471.48,33528.27,33528.26,33528.26,618.398,19699.281
2021-01-25 01:24:00,33528.26,33488.07,33485.01,33485.68,678.153,19021.128
2021-01-25 01:27:00,33485.68,33538.27,33538.27,33538.27,701.041,19722.169
2021-01-25 01:30:00,33538.27,33500.0,33499.99,33500.0,367.648,19354.521
2021-01-25 01:33:00,33500.0,33523.0,33522.99,33523.0,433.364,19787.885000000002
2021-01-25 01:36:00,33523.0,33480.0,33474.46,33474.46,246.064,19541.821000000004
2021-01-25 01:39:00,33474.46,33457.24,33457.13,33457.23,311.51,19230.311000000005
2021-01-25 01:42:00,33457.23,33442.33,33442.32,33442.32,235.863,18994.448000000004
2021-01-25 01:45:00,33442.32,33387.8,33378.91,33380.01,258.02,18736.428000000004
2021-01-25 01:48:00,33380.01,33386.28,33384.09,33385.77,504.014,19240.442000000003
2021-01-25 01:51:00,33385.77,33429.14,33429.14,33429.14,396.306,19636.748000000003
2021-01-25 01:54:00,33429.14,33459.58,33459.58,33459.58,240.68,19877.428000000004
2021-01-25 01:57:00,33459.58,33438.98,33434.45,33434.46,488.837,19388.591000000004
2021-01-25 02:00:00,33434.46,33413.16,33412.39,33413.16,331.991,19056.600000000006
2021-01-25 02:03:00,33413.16,33407.35,33405.36,33405.37,507.245,18549.355000000007
2021-01-25 02:06:00,33405.37,33379.96,33379.95,33379.95,363.174,18186.181000000008
2021-01-25 02:09:00,33379.95,33342.14,33340.06,33341.77,355.757,17830.424000000006
2021-01-25 02:12:00,33341.77,33352.39,33351.82,33352.39,336.728,18167.152000000006
2021-01-25 02:15:00,33352.39,33298.95,33297.34,33297.34,501.196,17665.956000000006
2021-01-25 02:18:00,33297.34,33377.1,33377.1,33377.1,391.443,18057.399000000005
2021-01-25 02:21:00,33377.1,33398.06,33398.05,33398.06,308.998,18366.397000000004
2021-01-25 02:24:00,33398.06,33377.5,33372.5,33373.34,225.095,18141.302000000003
2021-01-25 02:27:00,33373.34,33379.49,33370.92,33373.16,165.701,17975.601000000002
2021-01-25 02:30:00,33373.16,33401.35,33394.01,33399.5,280.655,18256.256
2021-01-25 02:33:00,33399.5,33462.24,33462.24,33462.24,350.219,18606.475000000002
2021-01-25 02:36:00,33462.24,33396.0,33396.0,33396.0,436.361,18170.114
2021-01-25 02:39:00,33396.0,33420.22,33420.21,33420.21,207.843,18377.957000000002
2021-01-25 02:42:00,33420.21,33431.72,33431.71,33431.71,399.076,18777.033000000003
2021-01-25 02:45:00,33431.71,33344.18,33337.07,33337.07,385.443,18391.590000000004
2021-01-25 02:48:00,33337.07,33287.14,33285.75,33285.75,514.249,17877.341000000004
2021-01-25 02:51:00,33285.75,33261.19,33259.01,33260.01,579.312,17298.029000000002
2021-01-25 02:54:00,33260.01,33291.96,33291.94,33291.96,401.424,17699.453
2021-01-25 02:57:00,33291.96,33327.15,33325.55,33327.15,231.678,17931.131
2021-01-25 03:00:00,33327.15,33389.43,33382.0,33383.45,308.747,18239.878
2021-01-25 03:03:00,33383.45,33430.79,33425.46,33427.71,879.393,19119.271
2021-01-25 03:06:00,33427.71,33440.43,33437.75,33440.41,256.839,19376.11
2021-01-25 03:09:00,33440.41,33447.89,33447.88,33447.89,252.544,19628.654000000002
2021-01-25 03:12:00,33447.89,33488.46,33488.45,33488.46,361.1,19989.754
2021-01-25 03:15:00,33488.46,33430.59,33426.33,33426.55,290.413,19699.341
2021-01-25 03:18:00,33426.55,33411.04,33404.0,33404.0,179.283,19520.058
2021-01-25 03:21:00,33404.0,33414.13,33404.17,33412.28,127.697,19647.755
2021-01-25 03:24:00,33412.28,33337.48,33335.51,33335.51,312.261,19335.494000000002
2021-01-25 03:27:00,33335.51,33240.0,33238.24,33238.49,479.156,18856.338000000003
2021-01-25 03:30:00,33238.49,33226.41,33224.71,33224.71,703.31,18153.028000000002
2021-01-25 03:33:00,33224.71,33227.28,33226.37,33227.17,416.012,18569.04
2021-01-25 03:36:00,33227.17,33197.57,33193.94,33197.57,296.354,18272.686
2021-01-25 03:39:00,33197.57,33255.68,33253.98,33253.99,373.466,18646.152000000002
2021-01-25 03:42:00,33253.99,33248.59,33239.51,33247.93,317.156,18328.996000000003
2021-01-25 03:45:00,33247.93,33345.28,33345.27,33345.27,392.776,18721.772000000004
2021-01-25 03:48:00,33345.27,33390.0,33386.66,33390.0,352.931,19074.703000000005
2021-01-25 03:51:00,33390.0,33350.01,33337.43,33339.53,241.017,18833.686000000005
2021-01-25 03:54:00,33339.53,33523.47,33523.46,33523.46,788.671,19622.357000000004
2021-01-25 03:57:00,33523.46,33455.19,33454.75,33454.75,674.748,18947.609000000004
2021-01-25 04:00:00,33454.75,33535.18,33530.0,33530.01,488.953,19436.562000000005
2021-01-25 04:03:00,33530.01,33456.28,33456.28,33456.28,583.627,18852.935000000005
2021-01-25 04:06:00,33456.28,33504.99,33504.99,33504.99,366.001,19218.936000000005
2021-01-25 04:09:00,33504.99,33471.09,33470.92,33470.92,253.774,18965.162000000004
2021-01-25 04:12:00,33470.92,33364.59,33359.23,33361.16,519.738,18445.424000000003
2021-01-25 04:15:00,33361.16,33363.5,33356.92,33358.01,452.176,17993.248000000003
2021-01-25 04:18:00,33358.01,33249.99,33241.46,33246.54,435.223,17558.025
2021-01-25 04:21:00,33246.54,33290.99,33282.06,33284.36,367.014,17925.039
2021-01-25 04:24:00,33284.36,33261.99,33256.64,33260.89,343.209,17581.83
2021-01-25 04:27:00,33260.89,33241.0,33241.0,33241.0,328.584,17253.246000000003
2021-01-25 04:30:00,33241.0,33266.24,33261.32,33266.24,604.573,17857.819000000003
2021-01-25 04:33:00,33266.24,33195.67,33193.66,33195.67,313.02,17544.799000000003
2021-01-25 04:36:00,33195.67,33243.49,33243.49,33243.49,390.56,17935.359000000004
2021-01-25 04:39:00,33243.49,33222.17,33220.0,33220.0,468.338,17467.021000000004
2021-01-25 04:42:00,33220.0,33279.43,33277.4,33279.43,261.41,17728.431000000004
2021-01-25 04:45:00,33279.43,33283.02,33281.67,33281.67,356.376,18084.807000000004
2021-01-25 04:48:00,33281.67,33258.62,33258.62,33258.62,418.069,17666.738000000005
2021-01-25 04:51:00,33258.62,33220.01,33220.01,33220.01,345.537,17321.201000000005
2021-01-25 04:54:00,33220.01,33084.66,33080.01,33084.66,785.099,16536.102000000006
2021-01-25 04:57:00,33084.66,33288.2,33288.0,33288.19,861.832,17397.934000000005
2021-01-25 05:00:00,33288.19,33382.78,33373.96,33381.31,663.11,18061.044000000005
2021-01-25 05:03:00,33381.31,33369.88,33363.84,33369.36,817.179,17243.865000000005
2021-01-25 05:06:00,33369.36,33399.99,33395.35,33399.07,512.658,17756.523000000005
2021-01-25 05:09:00,33399.07,33361.01,33361.0,33361.0,563.679,17192.844000000005
2021-01-25 05:12:00,33361.0,33309.53,33304.41,33309.43,282.973,16909.871000000003
2021-01-25 05:15:00,33309.43,33293.67,33293.5,33293.66,464.136,16445.735000000004
2021-01-25 05:18:00,33293.66,33460.0,33454.32,33456.65,616.256,17061.991000000005
2021-01-25 05:21:00,33456.65,33356.61,33356.6,33356.6,444.779,16617.212000000007
2021-01-25 05:24:00,33356.6,33324.64,33324.63,33324.64,467.137,16150.075000000006
2021-01-25 05:27:00,33324.64,33352.1,33352.1,33352.1,262.111,16412.186000000005
2021-01-25 05:30:00,33352.1,33313.69,33313.69,33313.69,183.877,16228.309000000005
2021-01-25 05:33:00,33313.69,33362.01,33362.01,33362.01,391.854,16620.163000000004
2021-01-25 05:36:00,33362.01,33289.47,33289.46,33289.47,270.506,16349.657000000005
2021-01-25 05:39:00,33289.47,33396.59,33392.32,33395.02,383.048,16732.705000000005
2021-01-25 05:42:00,33395.02,33409.99,33409.99,33409.99,235.899,16968.604000000007
2021-01-25 05:45:00,33409.99,33476.26,33475.1,33475.79,480.221,17448.825000000008
2021-01-25 05:48:00,33475.79,33438.48,33438.47,33438.48,719.806,16729.019000000008
2021-01-25 05:51:00,33438.48,33489.96,33489.96,33489.96,352.578,17081.59700000001
2021-01-25 05:54:00,33489.96,33421.12,33421.11,33421.11,362.512,16719.08500000001
2021-01-25 05:57:00,33421.11,33468.8,33468.65,33468.8,715.186,17434.27100000001
2021-01-25 06:00:00,33468.8,33488.1,33488.1,33488.1,256.978,17691.24900000001
2021-01-25 06:03:00,33488.1,33562.8,33561.51,33561.51,662.784,18354.03300000001
2021-01-25 06:06:00,33561.51,33490.0,33489.99,33489.99,314.966,18039.06700000001
2021-01-25 06:09:00,33489.99,33431.38,33431.37,33431.38,383.799,17655.26800000001
2021-01-25 06:12:00,33431.38,33439.99,33437.63,33439.99,349.023,18004.291000000012
2021-01-25 06:15:00,33439.99,33384.41,33383.05,33383.05,427.993,17576.298000000013
2021-01-25 06:18:00,33383.05,33323.65,33320.07,33320.07,434.408,17141.890000000014
2021-01-25 06:21:00,33320.07,33279.07,33270.87,33270.87,565.813,16576.077000000016
2021-01-25 06:24:00,33270.87,33315.87,33309.99,33315.87,430.108,17006.185000000016
2021-01-25 06:27:00,33315.87,33301.06,33301.05,33301.06,384.955,16621.230000000014
2021-01-25 06:30:00,33301.06,33325.71,33325.62,33325.62,161.576,16782.806000000015
2021-01-25 06:33:00,33325.62,33193.11,33176.85,33184.39,434.85,16347.956000000015
2021-01-25 06:36:00,33184.39,33245.76,33245.76,33245.76,497.88,16845.836000000014
2021-01-25 06:39:00,33245.76,33213.51,33205.42,33205.42,401.943,16443.893000000015
2021-01-25 06:42:00,33205.42,33224.34,33217.85,33217.86,437.512,16881.405000000013
2021-01-25 06:45:00,33217.86,33091.77,33076.98,33082.81,1184.607,15696.798000000013
2021-01-25 06:48:00,33082.81,32958.6,32953.0,32958.01,2249.824,13446.974000000013
2021-01-25 06:51:00,32958.01,33066.52,33066.07,33066.46,840.891,14287.865000000013
2021-01-25 06:54:00,33066.46,33073.21,33062.76,33070.63,538.275,14826.140000000012
2021-01-25 06:57:00,33070.63,32984.43,32983.46,32984.0,722.796,14103.344000000012
2021-01-25 07:00:00,32984.0,33051.47,33051.46,33051.47,480.753,14584.097000000012
2021-01-25 07:03:00,33051.47,33055.14,33051.72,33051.72,696.727,15280.824000000013
2021-01-25 07:06:00,33051.72,33120.88,33114.67,33114.67,502.768,15783.592000000013
2021-01-25 07:09:00,33114.67,33120.0,33115.0,33119.99,351.334,16134.926000000014
2021-01-25 07:12:00,33119.99,33077.0,33077.0,33077.0,321.099,15813.827000000014
2021-01-25 07:15:00,33077.0,32959.01,32956.0,32956.01,451.281,15362.546000000013
2021-01-25 07:18:00,32956.01,33101.45,33097.75,33097.75,1830.077,17192.623000000014
2021-01-25 07:21:00,33097.75,33127.87,33127.86,33127.87,734.633,17927.256000000016
2021-01-25 07:24:00,33127.87,33123.0,33122.9,33122.9,363.162,17564.094000000016
2021-01-25 07:27:00,33122.9,33124.92,33123.1,33123.11,326.049,17890.143000000015
2021-01-25 07:30:00,33123.11,33079.9,33072.0,33079.9,755.036,17135.107000000015
2021-01-25 07:33:00,33079.9,33080.01,33080.0,33080.0,532.304,17667.411000000015
2021-01-25 07:36:00,33080.0,33099.51,33086.14,33099.51,377.897,18045.308000000015
2021-01-25 07:39:00,33099.51,33120.97,33120.97,33120.97,284.731,18330.039000000015
2021-01-25 07:42:00,33120.97,33103.03,33101.69,33103.03,337.3,17992.739000000016
2021-01-25 07:45:00,33103.03,33095.24,33090.45,33095.24,281.238,17711.501000000015
2021-01-25 07:48:00,33095.24,33116.34,33111.73,33111.73,256.257,17967.758000000016
2021-01-25 07:51:00,33111.73,33115.36,33115.35,33115.35,576.429,18544.187000000016
2021-01-25 07:54:00,33115.35,33124.78,33124.32,33124.77,222.123,18766.310000000016
2021-01-25 07:57:00,33124.77,33130.35,33130.34,33130.35,207.088,18973.398000000016
2021-01-25 08:00:00,33130.35,33145.09,33144.93,33144.93,245.831,19219.229000000014
2021-01-25 08:03:00,33144.93,33161.55,33161.54,33161.54,355.211,19574.440000000013
2021-01-25 08:06:00,33161.54,33117.0,33117.0,33117.0,487.612,19086.828000000012
2021-01-25 08:09:00,33117.0,33138.87,33136.89,33136.89,299.564,19386.39200000001
2021-01-25 08:12:00,33136.89,33142.64,33140.89,33142.64,184.772,19571.16400000001
2021-01-25 08:15:00,33142.64,33129.28,33129.27,33129.28,359.548,19211.616000000013
2021-01-25 08:18:00,33129.28,33091.19,33091.19,33091.19,203.546,19008.070000000014
2021-01-25 08:21:00,33091.19,33189.99,33189.98,33189.99,418.272,19426.342000000015
2021-01-25 08:24:00,33189.99,33199.1,33195.01,33199.1,368.994,19795.336000000014
2021-01-25 08:27:00,33199.1,33336.12,33336.11,33336.12,950.61,20745.946000000014
2021-01-25 08:30:00,33336.12,33290.01,33290.0,33290.01,577.437,20168.509000000013
2021-01-25 08:33:00,33290.01,33246.82,33246.82,33246.82,431.345,19737.16400000001
2021-01-25 08:36:00,33246.82,33224.0,33222.02,33222.02,605.705,19131.45900000001
2021-01-25 08:39:00,33222.02,33185.41,33185.41,33185.41,240.958,18890.50100000001
2021-01-25 08:42:00,33185.41,33208.18,33203.38,33208.18,295.787,19186.28800000001
2021-01-25 08:45:00,33208.18,33172.47,33172.46,33172.47,200.729,18985.559000000012
2021-01-25 08:48:00,33172.47,33213.1,33212.95,33212.95,302.582,19288.14100000001
2021-01-25 08:51:00,33212.95,33226.97,33223.36,33223.36,186.628,19474.76900000001
2021-01-25 08:54:00,33223.36,33203.07,33202.72,33202.72,251.332,19223.437000000013
2021-01-25 08:57:00,33202.72,33222.0,33221.99,33221.99,171.125,19394.562000000013
2021-01-25 09:00:00,33221.99,33220.89,33217.37,33220.89,235.551,19159.011000000013
2021-01-25 09:03:00,33220.89,33250.05,33250.04,33250.05,266.046,19425.05700000001
2021-01-25 09:06:00,33250.05,33136.58,33133.49,33136.58,676.638,18748.419000000013
2021-01-25 09:09:00,33136.58,33199.98,33198.48,33199.79,356.569,19104.988000000012
2021-01-25 09:12:00,33199.79,33365.37,33365.37,33365.37,861.657,19966.64500000001
2021-01-25 09:15:00,33365.37,33424.66,33420.29,33420.29,803.528,20770.17300000001
2021-01-25 09:18:00,33420.29,33497.38,33494.9,33495.43,716.738,21486.91100000001
2021-01-25 09:21:00,33495.43,33564.15,33561.45,33561.45,733.219,22220.130000000012
2021-01-25 09:24:00,33561.45,33630.0,33622.67,33628.81,1490.969,23711.099000000013
2021-01-25 09:27:00,33628.81,33566.51,33562.67,33562.67,478.619,23232.480000000014
2021-01-25 09:30:00,33562.67,33589.91,33586.65,33589.91,366.125,23598.605000000014
2021-01-25 09:33:00,33589.91,33564.99,33563.84,33564.69,423.52,23175.085000000014
2021-01-25 09:36:00,33564.69,33564.21,33555.01,33564.21,363.043,22812.042000000012
2021-01-25 09:39:00,33564.21,33542.07,33541.16,33542.07,167.706,22644.336000000014
2021-01-25 09:42:00,33542.07,33545.01,33545.0,33545.01,436.691,23081.027000000013
