date,open,high,low,close,volume
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18243.60,1037.661
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18243.60,1037.763
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18245.02,1039.975
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18244.91,1040.036
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18244.20,1040.242
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.00,1046.723
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.02,1047.411
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18240.49,1047.536
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.05,1047.908
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.04,1048.325
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.06,1048.858
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.05,1049.187
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.05,1051.172
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18240.48,1052.234
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18234.10,1077.591
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18232.17,1082.744
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18231.15,1083.450
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18232.18,1085.640
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18234.15,1085.642
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18235.49,1086.324
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18232.21,1092.850
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18233.37,1093.110
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18233.38,1093.936
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18233.38,1094.273
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18233.37,1094.523
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18232.81,1095.599
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18232.80,1095.668
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18232.80,1096.138
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18232.81,1096.222
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18235.35,1096.791
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18235.35,1097.055
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18235.34,1097.381
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18233.91,1099.988
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18232.80,1100.230
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18232.80,1100.346
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18232.47,1104.826
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18231.50,1106.059
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18234.50,1107.111
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18234.19,1107.272
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18235.29,1108.019
