Date,Open,High,Low,Close,Volume,Obv,Rsi
2021-02-06 08:39:00,40300.83,40302.46,40302.45,40302.45,198.12,198.12,100.0
2021-02-06 08:40:00,40302.45,40306.92,40306.91,40306.91,95.339,293.459,100.0
2021-02-06 08:41:00,40306.91,40340.3,40340.29,40340.29,148.282,441.741,100.0
2021-02-06 08:42:00,40340.29,40357.7,40352.15,40357.7,234.375,676.116,100.0
2021-02-06 08:43:00,40357.7,40374.42,40374.41,40374.42,284.915,961.031,100.0
2021-02-06 08:44:00,40374.42,40409.5,40405.99,40408.96,231.406,1192.437,100.0
2021-02-06 08:45:00,40408.96,40456.0,40452.66,40452.66,432.039,1624.476,100.0
2021-02-06 08:46:00,40452.66,40435.0,40424.01,40426.27,720.193,904.283,82.28675706485667
2021-02-06 08:47:00,40426.27,40375.94,40371.48,40375.54,600.514,303.7689999999999,60.20845326785838
2021-02-06 08:48:00,40375.54,40323.89,40323.88,40323.89,359.897,-56.1280000000001,46.522161615985624
2021-02-06 08:49:00,40323.89,40355.85,40352.68,40352.68,211.202,155.0739999999999,52.94321908351533
2021-02-06 08:50:00,40352.68,40343.67,40339.87,40340.0,108.188,46.885999999999896,50.09055379482086
2021-02-06 08:51:00,40340.0,40293.7,40286.48,40293.7,256.08,-209.19400000000007,41.33298321365757
2021-02-06 08:52:00,40293.7,40304.51,40304.5,40304.51,168.848,-40.34600000000006,43.80338370984972
2021-02-06 08:53:00,40304.51,40287.97,40285.6,40285.6,88.796,-129.14200000000005,40.58395888506899
2021-02-06 08:54:00,40285.6,40266.0,40257.94,40263.99,273.722,-402.864,37.217553795743996
2021-02-06 08:55:00,40263.99,40346.42,40346.41,40346.42,203.169,-199.695,53.173399059486826
2021-02-06 08:56:00,40346.42,40282.5,40280.02,40280.02,123.216,-322.911,43.56797721734794
2021-02-06 08:57:00,40280.02,40247.38,40247.37,40247.38,144.546,-467.457,39.765271436906474
2021-02-06 08:58:00,40247.38,40236.0,40236.0,40236.0,218.267,-685.7239999999999,38.50343912085867
2021-02-06 08:59:00,40236.0,40236.01,40236.0,40236.0,150.237,-685.7239999999999,38.50343912085867
2021-02-06 09:00:00,40236.0,40262.0,40260.0,40260.01,228.051,-457.673,42.934337811450455
2021-02-06 09:01:00,40260.01,40251.01,40251.0,40251.01,201.033,-658.7059999999999,41.720866960541905
2021-02-06 09:02:00,40251.01,40334.46,40334.45,40334.45,404.472,-254.23399999999992,54.547181076510235
2021-02-06 09:03:00,40334.45,40392.35,40391.53,40391.54,322.026,67.79200000000009,60.88955668967212
2021-02-06 09:04:00,40391.54,40370.77,40370.76,40370.77,158.392,-90.59999999999992,57.73325631882792
2021-02-06 09:05:00,40370.77,40347.0,40329.86,40346.14,282.848,-373.4479999999999,54.14869427745088
2021-02-06 09:06:00,40346.14,40282.16,40282.16,40282.16,189.002,-562.4499999999999,46.13543531464837
2021-02-06 09:07:00,40282.16,40239.6,40239.59,40239.59,180.727,-743.1769999999999,41.712307378278
2021-02-06 09:08:00,40239.59,40299.5,40288.49,40299.49,240.037,-503.1399999999999,49.106117848947285
2021-02-06 09:09:00,40299.49,40310.69,40310.69,40310.69,208.49,-294.64999999999986,50.3737088661287
2021-02-06 09:10:00,40310.69,40272.27,40270.48,40270.48,124.585,-419.23499999999984,45.94894730216134
2021-02-06 09:11:00,40270.48,40212.8,40208.63,40212.76,160.511,-579.7459999999999,40.45555024771439
2021-02-06 09:12:00,40212.76,40178.35,40173.37,40177.42,788.202,-1367.948,37.499474792049014
2021-02-06 09:13:00,40177.42,40163.72,40163.71,40163.71,386.445,-1754.3929999999998,36.38861680093123
2021-02-06 09:14:00,40163.71,40093.69,40091.1,40091.11,830.714,-2585.107,31.12974306312897
2021-02-06 09:15:00,40091.11,40114.68,40114.67,40114.68,444.329,-2140.778,34.442265136698225
2021-02-06 09:16:00,40114.68,40150.01,40146.36,40146.37,266.187,-1874.591,38.71061197973643
2021-02-06 09:17:00,40146.37,40191.97,40184.01,40191.97,195.284,-1679.3069999999998,44.327594081620155
2021-02-06 09:18:00,40191.97,40199.22,40199.22,40199.22,133.14,-1546.167,45.18770329996866
2021-02-06 09:19:00,40199.22,40221.88,40218.42,40218.54,172.136,-1374.031,47.514747857403655
2021-02-06 09:20:00,40218.54,40215.35,40215.0,40215.0,114.309,-1488.34,47.12000628909064
2021-02-06 09:21:00,40215.0,40220.27,40220.26,40220.27,100.72,-1387.62,47.81506519920827
2021-02-06 09:22:00,40220.27,40230.0,40229.99,40230.0,119.914,-1267.706,49.144165969556035
2021-02-06 09:23:00,40230.0,40215.11,40215.1,40215.11,309.713,-1577.419,47.16448852721677
2021-02-06 09:24:00,40215.11,40253.94,40249.99,40253.94,123.38,-1454.0389999999998,52.534307700084135
2021-02-06 09:25:00,40253.94,40240.75,40240.75,40240.75,125.824,-1579.8629999999998,50.65115646585274
2021-02-06 09:26:00,40240.75,40277.81,40269.99,40277.81,136.749,-1443.1139999999998,55.47999509245937
2021-02-06 09:27:00,40277.81,40287.85,40285.88,40285.89,222.164,-1220.9499999999998,56.479871926412855
2021-02-06 09:28:00,40285.89,40301.0,40291.0,40301.0,126.839,-1094.111,58.363118907804555
2021-02-06 09:29:00,40301.0,40355.89,40354.77,40355.88,201.785,-892.3259999999999,64.3903654162103
2021-02-06 09:30:00,40355.88,40357.13,40357.12,40357.13,192.751,-699.5749999999999,64.51635931941678
2021-02-06 09:31:00,40357.13,40432.32,40427.67,40432.11,438.359,-261.21599999999995,71.11772162726145
2021-02-06 09:32:00,40432.11,40498.12,40494.14,40495.75,399.733,138.51700000000005,75.31533184077158
2021-02-06 09:33:00,40495.75,40413.86,40400.0,40400.0,339.661,-201.14399999999995,60.960115695009314
2021-02-06 09:34:00,40400.0,40431.58,40430.0,40431.58,162.777,-38.36699999999996,63.435507337867584
2021-02-06 09:35:00,40431.58,40404.09,40403.52,40403.52,231.88,-270.247,59.806845328798886
2021-02-06 09:36:00,40403.52,40387.0,40386.99,40386.99,141.234,-411.481,57.71247410007884
2021-02-06 09:37:00,40386.99,40396.5,40393.89,40396.49,108.242,-303.239,58.60956852350418
2021-02-06 09:38:00,40396.49,40393.88,40393.87,40393.88,103.949,-407.188,58.24399174852183
2021-02-06 09:39:00,40393.88,40363.67,40355.88,40363.66,103.336,-510.524,54.04087834035978
2021-02-06 09:40:00,40363.66,40340.0,40338.41,40338.41,271.413,-781.937,50.74575766890931
2021-02-06 09:41:00,40338.41,40419.05,40417.0,40417.01,140.657,-641.28,59.10496913346086
2021-02-06 09:42:00,40417.01,40366.3,40366.3,40366.3,146.093,-787.3729999999999,52.87061100639714
2021-02-06 09:43:00,40366.3,40388.61,40380.45,40380.46,96.701,-690.6719999999999,54.3195576021837
2021-02-06 09:44:00,40380.46,40350.01,40350.0,40350.0,61.368,-752.04,50.70804786542137
2021-02-06 09:45:00,40350.0,40319.2,40314.25,40314.25,183.97,-936.01,46.77710495903692
2021-02-06 09:46:00,40314.25,40244.99,40243.5,40243.53,323.427,-1259.437,40.14695508286201
2021-02-06 09:47:00,40243.53,40202.61,40198.56,40200.73,265.503,-1524.9399999999998,36.75183432039268
2021-02-06 09:48:00,40200.73,40278.53,40265.18,40278.53,181.935,-1343.005,45.73523999948765
2021-02-06 09:49:00,40278.53,40251.65,40251.64,40251.64,135.407,-1478.4119999999998,43.4387413255466
2021-02-06 09:50:00,40251.64,40260.01,40260.0,40260.0,76.114,-1402.2979999999998,44.37391842538012
2021-02-06 09:51:00,40260.0,40159.12,40155.94,40155.94,229.955,-1632.2529999999997,36.32340499910493
2021-02-06 09:52:00,40155.94,40182.65,40180.44,40182.64,297.754,-1334.4989999999998,39.363199325639926
2021-02-06 09:53:00,40182.64,40238.8,40234.01,40234.9,180.585,-1153.9139999999998,44.906953726127064
2021-02-06 09:54:00,40234.9,40200.88,40200.87,40200.87,79.748,-1233.6619999999998,42.20130851599445
2021-02-06 09:55:00,40200.87,40152.92,40152.91,40152.91,368.181,-1601.8429999999998,38.665544357553834
2021-02-06 09:56:00,40152.91,40120.0,40109.42,40120.0,423.055,-2024.898,36.41117312032914
2021-02-06 09:57:00,40120.0,40109.8,40100.56,40106.45,246.956,-2271.854,35.49358605640188
2021-02-06 09:58:00,40106.45,40032.52,40020.7,40022.74,912.643,-3184.497,30.397133640603542
2021-02-06 09:59:00,40022.74,40035.19,40035.18,40035.18,357.767,-2826.73,31.960662464322866
2021-02-06 10:00:00,40035.18,39993.4,39988.74,39990.4,262.791,-3089.521,29.40042218405398
2021-02-06 10:01:00,39990.4,40116.34,40113.52,40116.33,511.597,-2577.924,43.184087952503106
2021-02-06 10:02:00,40116.33,40059.16,40053.66,40059.16,310.091,-2888.015,39.42124068874927
2021-02-06 10:03:00,40059.16,40066.35,40062.0,40063.82,223.714,-2664.301,39.881080336979736
2021-02-06 10:04:00,40063.82,40080.13,40080.12,40080.13,154.541,-2509.76,41.553320351904745
2021-02-06 10:05:00,40080.13,40051.66,40050.01,40050.01,203.689,-2713.449,39.37513330689532
2021-02-06 10:06:00,40050.01,40078.38,40075.51,40075.53,196.136,-2517.313,42.14245608664947
2021-02-06 10:07:00,40075.53,40084.0,40083.99,40084.0,103.749,-2413.564,43.07126837571818
2021-02-06 10:08:00,40084.0,40109.4,40107.45,40107.46,156.248,-2257.316,45.672716841973845
2021-02-06 10:09:00,40107.46,40140.0,40137.77,40140.0,144.331,-2112.985,49.144075576378945
2021-02-06 10:10:00,40140.0,40160.0,40155.29,40159.99,255.39,-1857.595,51.20670671588431
2021-02-06 10:11:00,40159.99,40174.36,40174.35,40174.36,295.357,-1562.2379999999998,52.69210294628345
2021-02-06 10:12:00,40174.36,40132.99,40123.65,40123.65,193.963,-1756.2009999999998,47.22817599457513
2021-02-06 10:13:00,40123.65,40158.02,40158.02,40158.02,97.391,-1658.8099999999995,50.94135198299605
2021-02-06 10:14:00,40158.02,40177.45,40173.26,40177.45,91.549,-1567.2609999999995,52.956562532437225
2021-02-06 10:15:00,40177.45,40145.99,40145.98,40145.99,57.774,-1625.035,49.41698295619644
2021-02-06 10:16:00,40145.99,40149.99,40145.15,40145.15,61.071,-1686.1059999999998,49.3221892529054
2021-02-06 10:17:00,40145.15,40089.99,40088.77,40089.98,225.657,-1911.763,43.429703886633604
2021-02-06 10:18:00,40089.98,40059.98,40058.78,40059.97,139.108,-2050.871,40.58908406423279
2021-02-06 10:19:00,40059.97,40172.75,40167.53,40172.57,174.173,-1876.698,53.0085330133557
2021-02-06 10:20:00,40172.57,40224.01,40221.99,40221.99,281.091,-1595.6069999999995,57.23407996944159
2021-02-06 10:21:00,40221.99,40161.04,40161.02,40161.03,221.188,-1816.795,51.12690537355612
2021-02-06 10:22:00,40161.03,40238.27,40231.67,40238.27,168.524,-1648.2709999999995,57.338507940977664
2021-02-06 10:23:00,40238.27,40208.4,40191.49,40208.4,106.951,-1755.2219999999998,54.45608391437107
2021-02-06 10:24:00,40208.4,40196.5,40184.55,40193.74,90.607,-1845.829,53.04662421010841
2021-02-06 10:25:00,40193.74,40206.17,40202.5,40202.52,83.567,-1762.2619999999995,53.81757772756819
2021-02-06 10:26:00,40202.52,40215.09,40205.8,40215.09,163.205,-1599.0569999999998,54.957843255065576
2021-02-06 10:27:00,40215.09,40288.88,40288.87,40288.88,197.043,-1402.0139999999997,61.03924346001581
2021-02-06 10:28:00,40288.88,40278.13,40275.0,40277.05,351.119,-1753.1329999999998,59.64878528938622
2021-02-06 10:29:00,40277.05,40311.9,40311.89,40311.9,150.362,-1602.7709999999995,62.36838136784601
2021-02-06 10:30:00,40311.9,40277.5,40272.01,40276.8,200.648,-1803.419,58.1196451875295
2021-02-06 10:31:00,40276.8,40280.01,40280.0,40280.0,213.468,-1589.9509999999996,58.39789707646907
2021-02-06 10:32:00,40280.0,40288.72,40281.59,40288.36,133.199,-1456.7519999999995,59.161277294776
2021-02-06 10:33:00,40288.36,40255.04,40255.0,40255.01,114.099,-1570.8509999999994,54.83829178457064
2021-02-06 10:34:00,40255.01,40261.51,40261.5,40261.5,89.203,-1481.6479999999997,55.519452980728694
2021-02-06 10:35:00,40261.5,40290.0,40289.99,40290.0,83.17,-1398.4779999999994,58.4809531412262
2021-02-06 10:36:00,40290.0,40277.74,40275.48,40275.48,151.148,-1549.6259999999993,56.419940275718275
2021-02-06 10:37:00,40275.48,40179.59,40179.58,40179.58,315.215,-1864.8409999999992,45.11176036725885
2021-02-06 10:38:00,40179.58,40209.5,40207.91,40209.5,103.439,-1761.4019999999991,48.57484691845347
2021-02-06 10:39:00,40209.5,40264.26,40264.25,40264.26,134.242,-1627.1599999999992,54.26261532418008
2021-02-06 10:40:00,40264.26,40242.91,40237.08,40242.91,57.202,-1684.3619999999992,51.85452859101631
2021-02-06 10:41:00,40242.91,40226.49,40224.53,40226.49,80.505,-1764.8669999999993,50.01612278679888
2021-02-06 10:42:00,40226.49,40260.86,40259.19,40259.19,85.391,-1679.4759999999992,53.54809671000933
2021-02-06 10:43:00,40259.19,40255.53,40254.88,40255.53,51.488,-1730.9639999999993,53.09585957655778
2021-02-06 10:44:00,40255.53,40275.61,40273.95,40275.61,53.912,-1677.0519999999992,55.325081257588224
2021-02-06 10:45:00,40275.61,40250.01,40250.0,40250.01,70.529,-1747.5809999999992,51.936076672617105
2021-02-06 10:46:00,40250.01,40254.63,40254.62,40254.63,103.442,-1644.1389999999992,52.50155527893031
2021-02-06 10:47:00,40254.63,40233.73,40233.4,40233.73,62.647,-1706.7859999999991,49.65543812506443
2021-02-06 10:48:00,40233.73,40202.0,40201.99,40201.99,135.806,-1842.5919999999992,45.61153612406764
2021-02-06 10:49:00,40201.99,40164.04,40163.02,40164.03,136.568,-1979.1599999999992,41.28148448954603
2021-02-06 10:50:00,40164.03,40182.92,40182.91,40182.91,117.822,-1861.3379999999995,44.12276276617415
2021-02-06 10:51:00,40182.91,40214.5,40214.49,40214.5,87.101,-1774.2369999999992,48.60402284850942
2021-02-06 10:52:00,40214.5,40185.86,40185.85,40185.85,61.551,-1835.787999999999,45.07344598200023
2021-02-06 10:53:00,40185.85,40165.47,40165.47,40165.47,84.314,-1920.1019999999992,42.69748146621841
